mus_triL_hum_ax.Xma,mus_triL_hum_ax.Yma,mus_triL_hum_ax.Zma,mus_triL_scap_ax.Xma,mus_triL_scap_ax.Yma,mus_triL_scap_ax.Zma
1.780013244,1.008511523,-0.74380156,1.278404635,1.750429484,-0.04853837113
1.737138956,0.9948760133,-0.8173676643,1.276206094,1.742798173,-0.0470494772
1.695609191,0.978746447,-0.8789617803,1.283232427,1.728926857,-0.0401714372
1.658052381,0.9612800256,-0.9282807701,1.29914599,1.709547953,-0.02825478635
1.626394731,0.9439924039,-0.9678197502,1.322419733,1.685828224,-0.01223239097
1.602021558,0.9287607712,-1.001218391,1.351091476,1.658792102,0.006841619054
1.586087446,0.9177380497,-1.031306853,1.383536574,1.628832545,0.02823287513
1.579680252,0.9130429057,-1.058416105,1.419007516,1.595444502,0.05181206996
1.583705563,0.9162111051,-1.079452322,1.457841475,1.557199299,0.07814126411
1.598574806,0.9275613737,-1.088118206,1.501327938,1.511893768,0.1083785587
1.623860886,0.9457406423,-1.076439729,1.551172919,1.456851034,0.1439839092
1.658017293,0.9677220746,-1.03735405,1.608433699,1.389505057,0.1861376838
1.698181266,0.9894420997,-0.9676263048,1.672077215,1.308486845,0.2348653736
1.74028481,1.007057711,-0.8700066759,1.738046504,1.21514263,0.2882221384
1.779908891,1.018403749,-0.7534380354,1.800040601,1.114619367,0.3422578295
1.813776555,1.023789464,-0.6305990518,1.85201892,1.015125126,0.3921899265
1.840777839,1.025448119,-0.5136274053,1.890602128,0.9250793968,0.4341787546
1.861624683,1.026009523,-0.4104131172,1.915623162,0.8499295027,0.4665043375
1.87762367,1.027157317,-0.3233355185,1.929061317,0.7907645388,0.489584602
1.889676245,1.029221044,-0.2503219593,1.933716611,0.7451223983,0.5052279818
1.898005171,1.031550422,-0.1869490281,1.932417618,0.7088577573,0.5157657914
1.902422529,1.03310715,-0.1284860602,1.927738516,0.677807081,0.5234386249
1.902791538,1.032886508,-0.07136316004,1.921944691,0.6486804345,0.5301043926
1.899427009,1.030132309,-0.01394647231,1.916953406,0.6192921507,0.5371534428
1.893275203,1.024490513,0.04331764914,1.914195516,0.5885275541,0.5454663752
1.885798329,1.016192782,0.09826632306,1.914392496,0.5563285,0.5553338388
1.878641506,1.006200082,0.147741545,1.917398526,0.52371318,0.5663911133
1.873260038,0.9961423454,0.1884905889,1.922292295,0.4926768066,0.5776826047
1.870645318,0.9879503648,0.2180304776,1.927741284,0.4658460069,0.587905145
1.871168511,0.9832680821,0.2352508278,1.93246759,0.4459078262,0.5957578531
1.874523482,0.9828985961,0.240610129,1.93558755,0.4349634006,0.6002672955
1.879794557,0.9865315745,0.2359448559,1.936728541,0.4339922563,0.6009944447
1.885670629,0.9928370536,0.2240434094,1.93597097,0.4425757882,0.5980971477
1.890745638,0.9998375358,0.2081453298,1.93370559,0.4589673208,0.5922544948
1.893769322,1.00540291,0.1914432371,1.930431767,0.4805150624,0.5844619646
1.893737199,1.007738673,0.1765950948,1.926474716,0.5043502499,0.5757151483
1.889819038,1.005795384,0.165266292,1.921630643,0.5281871625,0.5666321051
1.881233625,0.999533183,0.1578152498,1.914852192,0.5510448313,0.5571147989
1.867211164,0.9899192572,0.1533459977,1.904155889,0.5736557378,0.5461897524
1.847124804,0.9785190217,0.1503414717,1.886898082,0.5983050679,0.5321614591
1.820813407,0.9667210356,0.1478305817,1.860482743,0.627962503,0.5131441637
1.78903541,0.9549783416,0.1466073233,1.823477878,0.6649134172,0.4879008532
1.753773761,0.9425691397,0.1497556896,1.776839392,0.7095014994,0.4566887502
1.717875887,0.9279981219,0.1619638086,1.724351949,0.7597138386,0.4215525132
1.683809385,0.9096508111,0.1877863848,1.671333869,0.8119224384,0.3856082966
1.652294441,0.8863896967,0.2296555759,1.622006279,0.8623471805,0.351603313
1.622155497,0.8582117216,0.286588859,1.577559861,0.9083646001,0.3207861685
1.591760579,0.8268523005,0.3542115434,1.536503172,0.948999842,0.2928887851
1.560787901,0.7956266919,0.4260812572,1.496693503,0.9845504354,0.2670098798
1.530792816,0.7682020949,0.4956083899,1.457267215,1.015815062,0.2425795565
1.504332648,0.7470506453,0.5576406347,1.419356841,1.043475637,0.2198190946
1.483585792,0.7326245722,0.6092030168,1.385584582,1.06784971,0.1996243047
1.469458495,0.7236259127,0.6494510624,1.358858006,1.088932125,0.1830972103
1.461524354,0.7179798613,0.6791706455,1.341123638,1.106588483,0.1710153514
1.458526118,0.7138335661,0.7001503787,1.332652116,1.120816206,0.16348197
1.458985021,0.7101072479,0.7146197389,1.332111621,1.131982348,0.159881347
1.461635712,0.7065238064,0.7248099944,1.337233889,1.140922404,0.1591009415
1.465647493,0.7033327138,0.7326288949,1.34560798,1.148837601,0.1598629616
1.470676377,0.7009800021,0.7394457315,1.35522702,1.157045227,0.1610072169
1.476783262,0.6998655974,0.7460006622,1.36469343,1.166698726,0.1616539271
1.484260284,0.7002251828,0.7524426068,1.373202982,1.178573325,0.1612629964
1.493439229,0.7021167257,0.7584788506,1.380457518,1.192952435,0.1596353746
1.504551543,0.7054709045,0.7635985786,1.386578172,1.209618335,0.1568831037
1.51766646,0.7101561455,0.7673072952,1.392010712,1.227934414,0.1533684954
1.532696716,0.7160194363,0.7692998172,1.397392486,1.246994107,0.1496085364
1.549439573,0.7228938612,0.7695228125,1.403382263,1.265801395,0.1461554699
1.567612908,0.7305854628,0.7681227852,1.410494329,1.283446688,0.1434805298
1.586857275,0.7388671089,0.7653131558,1.41898517,1.299251846,0.1418870821
1.606713261,0.7474995127,0.7612093687,1.428807374,1.312867395,0.141463483
1.626611151,0.7562850344,0.7556897597,1.439615111,1.324318025,0.1420712569
1.645903973,0.7651347382,0.7483403041,1.450799488,1.333989712,0.1433626606
1.663948252,0.7741095438,0.7385207199,1.461554806,1.342553153,0.1448287012
1.680207982,0.7833974806,0.725540995,1.470986383,1.350826747,0.1458819245
1.694351266,0.7932145684,0.7088865343,1.47825798,1.359596493,0.1459667913
1.706316678,0.8036603003,0.6884063846,1.482744118,1.369434089,0.1446726716
1.716318104,0.8145928882,0.6643907281,1.484130318,1.380562974,0.1418125594
1.72475619,0.8255891005,0.6375139119,1.482419222,1.392811587,0.1374396776
1.732026562,0.8360137325,0.6086813543,1.477847833,1.405657882,0.1318025122
1.738288816,0.8451728171,0.5788576661,1.470768697,1.4183349,0.1252677687
1.743309984,0.8524838259,0.5489489283,1.461562961,1.42994942,0.1182512637
1.746469345,0.8575983211,0.519766261,1.450622561,1.439576627,0.1111827044
1.746923887,0.8604318248,0.4920505368,1.438388949,1.4463138,0.1045036087
1.74385356,0.8610984634,0.4665130667,1.425397868,1.449301875,0.09867812584
1.736687423,0.8597850207,0.4438611115,1.412290053,1.447725396,0.09419671968
1.725236082,0.8566235751,0.4248083959,1.39978081,1.44080978,0.09156572542
1.709705204,0.8516234648,0.410090054,1.388610653,1.427837832,0.09128343098
1.690601123,0.8446898974,0.4004879994,1.37949406,1.408214264,0.09380138357
1.668570478,0.8357026227,0.3968372548,1.373066103,1.381587068,0.09946695968
1.644226522,0.824599223,0.399959692,1.369814882,1.347999631,0.1084517012
1.61801416,0.8114130976,0.4104975117,1.3700072,1.308002521,0.1206891267
1.590158512,0.7962619721,0.4286797231,1.373637745,1.262652646,0.1358557764
1.560722688,0.7793273977,0.4541034377,1.380414904,1.213381483,0.1534059876
1.529785422,0.7608783724,0.4856119075,1.389758405,1.161796662,0.1726311195
1.497696961,0.7413545104,0.5213291758,1.400787089,1.109514755,0.1927060227
1.465304673,0.7214598436,0.5588799008,1.412334623,1.058079386,0.21271985
1.434001135,0.7021755672,0.5957676774,1.42305965,1.008934313,0.2317258221
1.405503686,0.6846283927,0.6298048402,1.431671357,0.963376257,0.248840996
1.38141794,0.6698360218,0.6594405766,1.437203558,0.9224403327,0.2633849291
1.362780232,0.6584386827,0.6838780532,1.439229999,0.8867611533,0.2750032944
1.349804131,0.6505467875,0.702984554,1.437937219,0.8564968552,0.2837185461
1.341945457,0.6457744043,0.7170954273,1.434042813,0.8313723609,0.2898859531
1.338229131,0.6434337118,0.726819992,1.428596221,0.8108191547,0.2940756168
1.337659003,0.6427945564,0.7328999733,1.422720128,0.7941458558,0.2969226998
1.33951642,0.6432990458,0.7361166669,1.417364613,0.78066791,0.2989949543
1.343429495,0.6446523663,0.737220877,1.413153685,0.7697593882,0.3007189545
1.349224868,0.6467767656,0.7368674382,1.410368358,0.7608396284,0.3023776322
1.356689434,0.6496832441,0.7355549998,1.409043595,0.7533434287,0.3041561317
1.365391866,0.6533414592,0.7335942131,1.409115703,0.7467147402,0.3061994724
1.374650673,0.657603188,0.7311269663,1.410554241,0.7404272531,0.3086561788
1.383638553,0.6621950757,0.7281951363,1.413433255,0.7340164927,0.3116955568
1.391565619,0.6667682705,0.7248250686,1.417919361,0.7271116498,0.315493412
1.39787229,0.6709818903,0.7210869431,1.424181029,0.7194655979,0.3201886956
1.402382022,0.6745901074,0.7171080463,1.432267331,0.7109860889,0.3258280501
1.405375227,0.6775024156,0.7130487084,1.442015587,0.7017635433,0.3323223637
1.407542278,0.6797941238,0.7090652912,1.453028876,0.6920854973,0.3394340227
1.409789562,0.6816672507,0.7052776063,1.464712962,0.6824281579,0.3467931895
1.412947844,0.6833870197,0.7017464754,1.476332669,0.6734281517,0.3539281447
1.417513069,0.6852298873,0.6984620261,1.487073154,0.6658408919,0.3603006524
1.423538525,0.6874529807,0.6953473267,1.496122608,0.6604691955,0.3653592797
1.430691451,0.6902684483,0.69227705,1.502790234,0.6580372843,0.3686224251
1.438389246,0.6937998598,0.6891084793,1.506634801,0.6590250136,0.3697770538
1.44592478,0.6980200331,0.685721763,1.507555952,0.6635335656,0.3687544614
1.45256095,0.7027004086,0.6820688522,1.505816607,0.6712597366,0.3657463627
1.457636052,0.7074146543,0.6782122604,1.501976826,0.6816045441,0.3611468568
1.46071013,0.7116166673,0.6743259948,1.496750038,0.6938737424,0.3554371598
1.461700778,0.7147660402,0.670640088,1.490824857,0.7074856749,0.3490547486
1.460907088,0.716453362,0.667340902,1.484716628,0.7221184755,0.3422926099
1.458879155,0.7164946969,0.6644618346,1.478693035,0.7377743099,0.335251346
1.456215982,0.7149950889,0.6618012297,1.472787566,0.7547781678,0.3278447974
1.453455658,0.7123799219,0.6588946222,1.466902034,0.7737243242,0.3198550564
1.451150062,0.7093746241,0.6550564385,1.460976241,0.7953713105,0.311028667
1.450055196,0.7069166098,0.6494840036,1.455158662,0.8204973553,0.3011851218
1.451257426,0.7060056338,0.6413898394,1.449890607,0.8497504776,0.2902943268
1.456093749,0.7075252445,0.6301094895,1.445851007,0.8835268204,0.2784928071
1.465858439,0.7120830326,0.6151450903,1.443769561,0.9218952793,0.2660357346
1.481431124,0.7199193608,0.5961383294,1.444152754,0.9645818209,0.253198136
1.503000219,0.7309178908,0.5727987201,1.446991853,1.011029213,0.2401462161
1.529980919,0.7447044523,0.5448330163,1.451552738,1.060527913,0.2268179253
1.561095488,0.7607731438,0.5119309574,1.456360846,1.112364348,0.2128721946
1.594531584,0.7785738734,0.4738550892,1.459444418,1.165894222,0.1977587545
1.628153253,0.7975389795,0.4306342511,1.458802698,1.220476639,0.1809152772
1.659805556,0.817072025,0.3827993412,1.452975602,1.275288996,0.1620393829
1.687725796,0.8365392393,0.3315628625,1.441570438,1.329140375,0.1413446209
1.710981548,0.8552948553,0.2788520353,1.425589052,1.380430714,0.1196968718
1.72976694,0.872761344,0.2271312552,1.407390895,1.427344731,0.09854108167
1.745359237,0.8885558159,0.1790058787,1.390159337,1.468235148,0.07958318616
1.759627561,0.9025965028,0.136706402,1.376935047,1.502018491,0.06430341219
1.774242151,0.9151034774,0.101658325,1.369589535,1.528397706,0.0535004395
1.78999857,0.9264589562,0.0743227216,1.368278396,1.54784611,0.04708924235
1.806658936,0.9369989236,0.05433006197,1.371665484,1.561422543,0.04424204696
1.823353945,0.9468402237,0.04076970283,1.377717647,1.57051163,0.04376824255
1.839210727,0.9558175864,0.0324686862,1.384567596,1.576541394,0.0445268032
1.853791739,0.9635528277,0.02817314379,1.391030264,1.580733805,0.04569765491
1.86713911,0.9696382422,0.02664199026,1.396651098,1.583965688,0.04684204838
1.879489876,0.9738665269,0.02671502593,1.401418484,1.586780319,0.04779029042
1.890910961,0.9764017925,0.027411563,1.405403791,1.589502635,0.04847062784
1.901106999,0.9777893565,0.02806875468,1.408567603,1.59234736,0.0488028386
1.909502772,0.9787759653,0.02846895527,1.410808506,1.5954452,0.04870878344
1.915512007,0.9800250919,0.02886346124,1.412130346,1.598801486,0.04818827581
1.918828283,0.9818715383,0.02981270123,1.412737716,1.602273401,0.04736223113
1.919608362,0.984220993,0.03184095518,1.412968344,1.605618517,0.04643213698
1.918501019,0.9866004815,0.03499363018,1.413120792,1.608592649,0.04558525064
1.916537491,0.9883159096,0.03841666263,1.413290362,1.611045295,0.04490351237
1.914915849,0.9886843051,0.04005884394,1.413262001,1.612999516,0.04429842682
1.914687638,0.9873284779,0.03660493421,1.41243597,1.614737223,0.04345730294
1.916314218,0.9844719534,0.02380318776,1.409790127,1.616869762,0.04180732448
1.919110183,0.9810716456,-0.002643613953,1.403971064,1.620282279,0.03856713884
1.920751303,0.9785833148,-0.04563942749,1.393653607,1.625817127,0.03297897028
1.917246855,0.9782902533,-0.1051248932,1.378187122,1.633708027,0.02472547891
1.903827584,0.9804197072,-0.1772078387,1.358316577,1.643038996,0.01436721877
1.876829714,0.9835502461,-0.2548565363,1.336593817,1.651630086,0.003532994831
1.835886452,0.9848253606,-0.330333104,1.317142404,1.656532046,-0.005319618875
1.785151756,0.9811417627,-0.3983367859,1.304715001,1.654898621,-0.009526173332
1.732587205,0.9708875882,-0.4579854674,1.303337941,1.644765094,-0.006965361455
1.68750374,0.9552982814,-0.5122015632,1.315102426,1.625366691,0.003386892348
1.657578222,0.9385002546,-0.564678053,1.33970519,1.596898029,0.02135665025
1.646681754,0.9260088608,-0.616178172,1.375037801,1.559870325,0.0459904185
1.654214645,0.922399315,-0.6623092692,1.418496125,1.514394958,0.07626875286
1.675925453,0.9293468267,-0.6940280583,1.468168449,1.459785565,0.1116769276
1.705702608,0.9449411307,-0.7007500642,1.523134144,1.394750954,0.1522591326
1.73754617,0.9644935588,-0.6747237,1.582684374,1.318223713,0.198071784
1.766912361,0.9824275592,-0.614650618,1.644968892,1.230649716,0.248279051
1.791115873,0.9944344272,-0.5267738093,1.706158519,1.135252383,0.3004512949
1.809196217,0.9989350549,-0.4228913331,1.761158057,1.038327935,0.3507451912
1.821681749,0.9971600037,-0.3163599091,1.805618824,0.9477598846,0.3951173756
1.830127823,0.9919687094,-0.2182136495,1.837617532,0.8702867305,0.4307903372
1.836334359,0.986327103,-0.1351830048,1.857833933,0.8093012285,0.4569896254
1.841676314,0.982336906,-0.06984058801,1.8686613,0.7644111014,0.4747401943
1.846937669,0.9810179614,-0.02185501239,1.873236549,0.7325052552,0.4861756119
1.852529941,0.9825365761,0.01068387773,1.874794213,0.7093557862,0.4938057792
1.858731878,0.9865415928,0.03030753623,1.876215966,0.6910006689,0.4999263565
1.865745086,0.9924353009,0.03959344401,1.879641017,0.674590301,0.5062136396
1.87361315,0.9995463124,0.04087341952,1.886196274,0.6586923034,0.5135297599
1.882166408,1.007238741,0.03612454433,1.895966912,0.6431874577,0.5219432148
1.891082364,1.014993247,0.02693762099,1.908214121,0.6289064118,0.5309218226
1.900014393,1.022459123,0.01448495379,1.921725218,0.6171293652,0.5396171833
1.908675362,1.029459197,-0.0005063373474,1.935165047,0.6090630996,0.5471570115
1.916823791,1.035940641,-0.01768963859,1.947358865,0.605410866,0.552882727
1.924204523,1.041899909,-0.0368692111,1.957484296,0.6061264102,0.556497268
1.930532706,1.047318034,-0.05764767542,1.965170024,0.6103761849,0.5581135041
1.93555348,1.052124949,-0.07912288151,1.970503808,0.6166882044,0.5582124397
1.939126963,1.056193972,-0.09984073047,1.973957281,0.6232621139,0.5575201126
1.94127623,1.05936994,-0.1181087318,1.976233262,0.6284169314,0.5568137485
1.942180261,1.06153391,-0.1325937831,1.978058658,0.6311114218,0.5566850669
1.94213388,1.062691241,-0.1429796981,1.979970078,0.6314049951,0.5573191442
1.941499886,1.063048528,-0.1504392546,1.982153602,0.6307218241,0.5583533726
1.940658063,1.063038652,-0.1577742156,1.984375555,0.6318400874,0.5588542007
1.939928713,1.06325959,-0.1692023138,1.98599053,0.638599297,0.5574096713
1.939433028,1.064312935,-0.1898430018,1.985978175,0.6553574479,0.5523081971
1.938867593,1.066560926,-0.224967266,1.982964654,0.6862566667,0.5417700507
1.937235006,1.069864528,-0.2790694415,1.975239773,0.7343959696,0.5242053924
1.932666141,1.073405387,-0.3548370684,1.960847904,0.8010582739,0.4984840327
1.922539418,1.075705454,-0.4521797072,1.937854033,0.8851770285,0.4641978965
1.904057956,1.074923968,-0.5676323081,1.904811757,0.9832466137,0.4218657471
1.875222913,1.069401234,-0.694550283,1.86130243,1.089825936,0.3729840539
1.835807528,1.058261822,-0.8243437828,1.808267411,1.1986011,0.3198293535
1.787783147,1.041787158,-0.948478948,1.747891764,1.303682226,0.2650199918
1.734893091,1.021360729,-1.060437072,1.683066979,1.400627836,0.2110010845
1.681591776,0.9990360358,-1.156778648,1.616743068,1.486836762,0.1596802277
1.631905801,0.9769737417,-1.236999398,1.551512055,1.561326009,0.1123374219
1.588693221,0.9569869022,-1.302505919,1.489534474,1.624189342,0.06976180743
1.553450542,0.9402953655,-1.355338955,1.432675889,1.676051854,0.03246929072
1.526533037,0.9274745553,-1.39719081,1.382625017,1.717701699,0.0008593647891
1.507534817,0.918539659,-1.429000471,1.340827029,1.749953928,-0.02476891422
1.495624689,0.9131029556,-1.451111818,1.308223406,1.773691383,-0.04432775634
1.489784106,0.9105564082,-1.463744896,1.284975806,1.789948383,-0.05807062413
1.488990468,0.9102416642,-1.467450042,1.270412117,1.799908298,-0.06661169965
1.492369508,0.9115718029,-1.463327872,1.263277262,1.804782406,-0.07079439052
1.499259165,0.9140845465,-1.4529801,1.26212783,1.805655427,-0.07149495245
1.509132159,0.9174373141,-1.438269939,1.265624883,1.803404112,-0.0694866761
1.521446344,0.9213853438,-1.420985931,1.272620029,1.798724581,-0.06541604761
1.535553709,0.9257719419,-1.402512214,1.282101861,1.792216413,-0.05984809836
1.55074941,0.9305321348,-1.383610174,1.293133287,1.784450938,-0.0533112843
1.566419291,0.9356926139,-1.364384813,1.304848997,1.775984924,-0.04630243415
1.582185653,0.9413496787,-1.344426109,1.316524104,1.767319789,-0.03924838675
1.597973853,0.9476215797,-1.323053959,1.327678245,1.758825227,-0.03244339062
1.613967644,0.9545874957,-1.299578858,1.338161132,1.750664069,-0.02599386612
1.63047951,0.9622358518,-1.273504431,1.348170181,1.742752442,-0.01979951473
1.647790791,0.9704432901,-1.244626581,1.358189006,1.734771652,-0.01358048771
1.666025581,0.9789934317,-1.213024872,1.368870664,1.726227539,-0.006939199027
1.685096336,0.9876249195,-1.178985577,1.380905009,1.71653555,0.0005631204175
1.704725874,0.9960849882,-1.142915951,1.394892508,1.705116133,0.009329985211
1.72451849,1.004166639,-1.105297882,1.411231333,1.691492598,0.01965711033
1.744041468,1.011724167,-1.066696613,1.430009643,1.675397855,0.03165913312
1.762886282,1.018675683,-1.027796534,1.450907576,1.656897013,0.04519509354
1.780702617,1.025004934,-0.9894022034,1.473141314,1.636500085,0.05981334539
1.79721158,1.030763844,-0.9523501328,1.495512959,1.615205303,0.07475682875
1.812210825,1.036063945,-0.9173580325,1.516588562,1.594410848,0.08905765111
1.825577661,1.041049966,-0.8849344564,1.534960739,1.57568952,0.1017047806
1.837263581,1.045855418,-0.855473676,1.549495132,1.560492692,0.1118275025
1.847268288,1.050548195,-0.8295227981,1.559476669,1.549891366,0.1188294637
1.855564913,1.05506687,-0.8080594295,1.564618111,1.544449612,0.1224303578
1.861976195,1.059160443,-0.792615017,1.56494243,1.544268997,0.1226080483
1.866028203,1.062356189,-0.7852060142,1.560594519,1.549170772,0.1194716776
1.866843462,1.063983355,-0.7881279687,1.551659747,1.5589064,0.1131292216
1.863133668,1.063262822,-0.8036343704,1.538086156,1.573265866,0.1036247865
1.853342629,1.059448,-0.8334708136,1.51976889,1.592005851,0.09099274477
1.835960539,1.051995724,-0.8782853764,1.496778105,1.614641899,0.07540696518
1.809984649,1.040737008,-0.9370854475,1.469613116,1.640265224,0.05733294193
1.775408734,1.025999864,-1.00701914,1.43933099,1.667540825,0.03757654083
