mus_triL_hum_ax.Xma,mus_triL_hum_ax.Yma,mus_triL_hum_ax.Zma,mus_triL_scap_ax.Xma,mus_triL_scap_ax.Yma,mus_triL_scap_ax.Zma
1.733549079,1.008612784,-1.083693851,1.407456733,1.694922674,0.01718531059
1.687016457,0.9897495318,-1.162006284,1.375703917,1.720970327,-0.002754121052
1.639259768,0.9706570961,-1.237192657,1.345618634,1.744618692,-0.02133282129
1.593802437,0.9523887369,-1.305695983,1.318280441,1.76530803,-0.03797181414
1.553438054,0.935662068,-1.365554609,1.294173613,1.782957778,-0.05246343202
1.519694563,0.9208809818,-1.41625329,1.273291558,1.797804105,-0.06488192955
1.49275537,0.9082578737,-1.458206731,1.2554709,1.810137291,-0.07537749906
1.471821662,0.8979321306,-1.492139685,1.24083187,1.820019266,-0.0839233452
1.455711896,0.8900152008,-1.51859602,1.230114695,1.827093991,-0.09013112835
1.443437034,0.8845729714,-1.537695617,1.224717429,1.830575974,-0.09323280847
1.434576453,0.8816059303,-1.54915288,1.226393417,1.829404423,-0.09224223597
1.429406445,0.8810720042,-1.552494324,1.236730384,1.822479774,-0.08622396196
1.428803199,0.8829409691,-1.547369901,1.256608576,1.80890392,-0.07457177456
1.433955338,0.8872421307,-1.533819573,1.285809792,1.788200145,-0.05722327365
1.445950204,0.8940727813,-1.512329756,1.322908789,1.760490864,-0.03475504801
1.465350177,0.9035548117,-1.483591572,1.365517944,1.726564746,-0.008310681444
1.491893833,0.9157262426,-1.448072721,1.410837796,1.687746193,0.02064757344
1.524416711,0.9303649254,-1.405721041,1.456312815,1.645554418,0.05069056741
1.561006789,0.9467974218,-1.356096409,1.500126505,1.601290832,0.08073481913
1.599348047,0.9638240899,-1.298964479,1.541358081,1.555777933,0.1101818321
1.637151665,0.9799143471,-1.235064762,1.579817041,1.509403614,0.1388414721
1.67256304,0.9936967687,-1.166608511,1.615715073,1.46242919,0.1667144483
1.704452644,1.004521879,-1.097135643,1.649375232,1.415316176,0.193782589
1.732518641,1.012724244,-1.03066384,1.681088782,1.368798659,0.219932875
1.757149141,1.019361726,-0.9704743291,1.711095996,1.323634921,0.2450255825
1.779086753,1.025593754,-0.9181470933,1.739590927,1.28026765,0.2689996818
1.799058832,1.032117249,-0.8733138769,1.766693675,1.238694283,0.2919011984
1.817553663,1.038972462,-0.8341409899,1.792411231,1.198632441,0.3138187624
1.834786756,1.04572167,-0.7981844282,1.816640144,1.159803284,0.3347980351
1.850784973,1.051794206,-0.7632218605,1.839220227,1.12212417,0.3548035462
1.8654948,1.056786023,-0.7278223296,1.860008338,1.085735226,0.3737384332
1.878873051,1.060607606,-0.6915671616,1.878929241,1.050912149,0.3914903834
1.89094339,1.063472968,-0.6549362048,1.895985737,1.017952413,0.4079700627
1.901811139,1.065777426,-0.6189633269,1.911233338,0.9870956452,0.4231254764
1.911629791,1.06792549,-0.5848290398,1.924739643,0.9585076256,0.436931884
1.920540543,1.070176309,-0.5535448551,1.936556431,0.9323131802,0.4493708518
1.9286128,1.072558659,-0.5258083249,1.946715176,0.9086465068,0.460413548
1.935801128,1.07488799,-0.5020242381,1.955241163,0.8876941051,0.4700128196
1.941921298,1.076877228,-0.4824397939,1.962160533,0.8697329766,0.4780942168
1.946658812,1.078290387,-0.467323315,1.967485579,0.8551767161,0.484536671
1.949627454,1.079060548,-0.4571149424,1.971181061,0.8446245291,0.4891446038
1.950485335,1.079311551,-0.4524952929,1.973124431,0.83888844,0.4916246754
1.94905599,1.079275706,-0.4543589045,1.973069981,0.8389776933,0.4915769232
1.945380986,1.079152729,-0.4637206521,1.970621907,0.8460351781,0.4885039883
1.939648367,1.078978023,-0.4816060536,1.965215788,0.8612418215,0.4818330563
1.932001498,1.078549339,-0.5089674371,1.956100369,0.8857125697,0.4709406543
1.922288821,1.077435354,-0.5466335969,1.942320929,0.9203980984,0.4551763676
1.909863442,1.075064735,-0.5952541314,1.922725814,0.9659685213,0.4339005814
1.893544021,1.070878287,-0.6551686035,1.896043881,1.022634011,0.4065681827
1.871817011,1.064504134,-0.7261451332,1.861075831,1.089894012,0.372877628
1.843261431,1.055898664,-0.8070210229,1.816996172,1.166289312,0.3329601421
1.807086432,1.045392122,-0.8954060946,1.763698086,1.249291557,0.287544441
1.763605134,1.033602689,-0.9876849299,1.702079781,1.335436349,0.2380239742
1.714463841,1.021241306,-1.07946146,1.63416285,1.420724029,0.1863804345
1.662506409,1.008891461,-1.16634517,1.562962433,1.501212379,0.134953835
1.611269804,0.996881212,-1.244745651,1.492091446,1.573641988,0.0861029082
1.564259564,0.9853211642,-1.312329779,1.425188568,1.635883033,0.04185245832
1.524244897,0.9742859749,-1.368031729,1.365342984,1.687066066,0.003636167778
1.492800895,0.9640180204,-1.411773233,1.314691305,1.727402324,-0.02780162523
1.470228899,0.9549992111,-1.444131554,1.274295683,1.757812333,-0.05233889761
1.455851504,0.9478048524,-1.466086101,1.244319617,1.779510726,-0.07028315093
1.448522773,0.9428001058,-1.478860553,1.224384482,1.79367599,-0.08213611207
1.447095868,0.9398673104,-1.483835459,1.213892492,1.80129673,-0.08842480562
1.450613144,0.9383655464,-1.482514867,1.21211697,1.803221175,-0.08968202827
1.45816548,0.9373982508,-1.476524514,1.218021958,1.800344893,-0.08657238695
1.468617347,0.9362547508,-1.467566531,1.230013678,1.793785119,-0.08003886106
1.480530875,0.9347392152,-1.457236665,1.24596615,1.78486331,-0.07128792419
1.492448227,0.9331653166,-1.446725202,1.263660341,1.774850609,-0.06154599305
1.503334156,0.932055186,-1.436592519,1.281370893,1.764648102,-0.05174019521
1.512814749,0.9317958897,-1.426825421,1.298161127,1.754663515,-0.04234895156
1.521047167,0.9324792694,-1.417171905,1.313709569,1.744990645,-0.03352246059
1.528371151,0.9339501615,-1.407532347,1.327880576,1.735742953,-0.02534663727
1.535010507,0.9359348407,-1.398166452,1.340392169,1.72729359,-0.01804164962
1.54097174,0.9381302986,-1.389643089,1.350752816,1.720289362,-0.0119901877
1.546095327,0.9402342314,-1.382628442,1.358397378,1.715486976,-0.007636395806
1.550156282,0.9419606067,-1.377655332,1.362862518,1.713533747,-0.005352416197
1.552957331,0.9430738094,-1.374967664,1.363907404,1.714788924,-0.005338755005
1.554419794,0.9434401569,-1.374461117,1.361562225,1.719232708,-0.007577815262
1.554671023,0.9430726292,-1.375695896,1.356122751,1.726466179,-0.01183645872
1.554099593,0.9421451126,-1.377939737,1.348103221,1.735794926,-0.01770880866
1.553337742,0.9409638169,-1.380214197,1.338152927,1.746366688,-0.02468993968
1.553166472,0.9399068157,-1.381343706,1.326949712,1.757333054,-0.03226530155
1.554381969,0.9393561971,-1.380022988,1.315105208,1.767986186,-0.03998807697
1.557689258,0.9396470697,-1.374920185,1.30313702,1.777824852,-0.04750993495
1.563660313,0.9410369047,-1.364815746,1.291529866,1.786529715,-0.05455037734
1.572734957,0.9436770228,-1.34877503,1.280838677,1.793882238,-0.06083280764
1.58519509,0.9475778016,-1.326336837,1.27173042,1.799689909,-0.06604633024
1.601064274,0.9525939095,-1.297672358,1.264889523,1.803770876,-0.0698765618
1.619968417,0.958465601,-1.263653763,1.26082401,1.805998317,-0.07209266251
1.641081142,0.9649152151,-1.225786671,1.259701077,1.806362504,-0.07262841668
1.66324251,0.9717377138,-1.185996788,1.261324549,1.804995597,-0.07159826903
1.685223232,0.9788171546,-1.146313814,1.265255286,1.802136345,-0.06924098262
1.705998378,0.9860609397,-1.108536636,1.270982091,1.798062365,-0.06583457392
1.724908069,0.9933077967,-1.073980598,1.278036062,1.793038554,-0.06163690263
1.741663815,1.000281366,-1.043370271,1.286005508,1.78731357,-0.05687955243
1.75624816,1.006624961,-1.016882318,1.294470023,1.781164824,-0.051805926
1.768786046,1.011999002,-0.9942868684,1.302912959,1.774956139,-0.04672224812
1.779448512,1.016189185,-0.9751162358,1.3106717,1.769172009,-0.0420266714
1.788413745,1.019172336,-0.958796019,1.316966806,1.76439514,-0.0381913563
1.795866145,1.021111064,-0.9447125489,1.32101556,1.761215892,-0.03569210534
1.802000601,1.022282651,-0.9322397492,1.322201783,1.760098812,-0.0349034149
1.807009902,1.022980998,-0.9207808816,1.320247615,1.761244646,-0.03599147087
1.811070169,1.02343738,-0.9098628254,1.315337018,1.764501002,-0.03884037903
1.814344651,1.023791455,-0.8992631658,1.308139714,1.769359166,-0.04304189691
1.817005562,1.02411415,-0.8890943328,1.299710693,1.775052986,-0.04796364075
1.819248682,1.024452591,-0.8797671578,1.2912766,1.780727633,-0.05288157939
1.821261881,1.02485861,-0.8718212373,1.283972782,1.785623551,-0.05713485989
1.823152417,1.025375431,-0.865704433,1.278616187,1.789215085,-0.06025446633
1.824866914,1.025991905,-0.8616236334,1.275571034,1.791278746,-0.06203459788
1.826152243,1.026598521,-0.859560815,1.274724571,1.791895956,-0.0625426775
1.826575996,1.026974345,-0.8594645888,1.275547738,1.791410893,-0.06208361744
1.825577531,1.026811412,-0.8615497365,1.277203257,1.790367442,-0.06113973839
1.822505998,1.025760914,-0.8665878216,1.278667654,1.789439592,-0.06030331674
1.816621743,1.023487659,-0.8760704933,1.278847576,1.789361475,-0.06021143916
1.807094349,1.01973139,-0.8921422559,1.276683797,1.79085301,-0.06148396311
1.793053072,1.014368974,-0.9172436024,1.271260224,1.79452925,-0.06465473274
1.773727515,1.007446046,-0.953486061,1.261943144,1.800778944,-0.07008172078
1.748653498,0.9991300387,-1.001907381,1.248568887,1.809621929,-0.07783289978
1.71788253,0.9895708463,-1.061859962,1.231656793,1.820589105,-0.08756912834
1.682124379,0.9787405684,-1.13077971,1.212574448,1.832691213,-0.09847187129
1.642769581,0.9663853001,-1.204457691,1.193536993,1.844533483,-0.1092786016
1.601759006,0.9521888334,-1.277769907,1.177312829,1.854576067,-0.1184732373
1.561297742,0.936117504,-1.345686305,1.16660987,1.861464959,-0.1246191566
1.52349272,0.9187733095,-1.404285828,1.163308654,1.864312031,-0.1267344567
1.490079433,0.9015409714,-1.451457617,1.167900147,1.862823681,-0.1245440587
1.462398955,0.8864119673,-1.48701056,1.179484949,1.857243361,-0.1184624282
1.44161784,0.875537604,-1.512106815,1.196402818,1.848118274,-0.1092842341
1.428984479,0.8706894405,-1.528221747,1.217167694,1.835935565,-0.09772018819
1.425869074,0.8728159876,-1.536049855,1.24121403,1.82073982,-0.0839978696
1.433497427,0.8818105642,-1.534791631,1.269126475,1.801875462,-0.067696538
1.452482906,0.8965180307,-1.52211398,1.302313987,1.777964046,-0.04786378503
1.482332037,0.9149524633,-1.494886341,1.342279256,1.747161883,-0.02337013905
1.52107797,0.9346854091,-1.450603472,1.389700615,1.70770941,0.006576294437
1.565231394,0.9533630292,-1.389145073,1.443634555,1.658755735,0.04187724072
1.610289889,0.9692673868,-1.31415291,1.50127554,1.601243796,0.08118401031
1.651861469,0.981737708,-1.23302724,1.558612184,1.538315745,0.1220229051
1.686937822,0.9912122937,-1.154958647,1.611776767,1.474676066,0.1614991566
1.71456777,0.9988259032,-1.087725813,1.658289103,1.41500541,0.197250666
1.735641578,1.005819472,-1.035077104,1.697504013,1.362325617,0.2281141803
1.752180902,1.013117064,-0.9960773054,1.730267729,1.317229855,0.2542295076
1.766643427,1.021183801,-0.9662991723,1.758271337,1.278126663,0.2767207544
1.781392464,1.030041873,-0.9397413245,1.783498953,1.242033232,0.2972459469
1.798243372,1.039327691,-0.9104810864,1.807839972,1.205445129,0.3175860461
1.818048701,1.048397163,-0.8737690713,1.832763968,1.165118719,0.3392838128
1.840449212,1.05651914,-0.8267552706,1.859003537,1.118784633,0.3633065887
1.863988526,1.063117904,-0.7690075527,1.886345059,1.065741385,0.3897869011
1.886662874,1.067965193,-0.7026595294,1.913708337,1.007136541,0.4179669724
1.906702865,1.071236647,-0.6318859311,1.939561044,0.9457241998,0.4464292485
1.923188746,1.073411996,-0.5616974441,1.962485311,0.8850963254,0.4735445435
1.936206841,1.075066608,-0.4965186061,1.981604165,0.8286702434,0.4979417298
1.946576606,1.076646093,-0.4391699895,1.996711061,0.7788512081,0.5188110489
1.955401395,1.078325641,-0.3905747639,2.008148823,0.7366538343,0.535973752
1.963675621,1.080002999,-0.3500881159,2.016586718,0.7018093565,0.5497646863
1.972036909,1.081411994,-0.3161381378,2.022801603,0.6731964118,0.560819147
1.980660176,1.082288135,-0.2868983995,2.027505465,0.6493800926,0.5698428437
1.989287458,1.082512422,-0.2608315956,2.031228728,0.6290880378,0.5774235393
1.997386854,1.082181428,-0.237037458,2.034273478,0.6115258043,0.5839172594
2.004388415,1.081593838,-0.2153855889,2.036733964,0.5965067065,0.5894163666
2.009905708,1.081176145,-0.1964387426,2.038562113,0.5844037082,0.5937892736
2.013850684,1.0813692,-0.1811930835,2.039648686,0.5759370501,0.5967755069
2.016404812,1.082490987,-0.1706922673,2.039901974,0.5718295446,0.5981205853
2.017878202,1.084593813,-0.1656056405,2.039316149,0.5724087793,0.5977227152
2.018537724,1.087358653,-0.1658840208,2.038022222,0.5772921559,0.5957477951
2.018500326,1.09008765,-0.170615642,2.036306765,0.5852968889,0.5926639893
2.017741398,1.091842421,-0.1781916966,2.034573399,0.5946663832,0.5891583662
2.016195538,1.091727916,-0.1868344188,2.033224391,0.6036080414,0.5859282948
2.013858844,1.089254739,-0.1954256927,2.032473128,0.611038529,0.5833841159
2.010796548,1.084664683,-0.2044242412,2.03215444,0.6173519109,0.5813433399
2.007009266,1.079077857,-0.216540784,2.031616345,0.6249688317,0.5788230905
2.002176275,1.074334984,-0.2368036946,2.029734613,0.6383816933,0.574031521
1.995360168,1.072448211,-0.2716921864,2.024998938,0.6634002976,0.5646301349
1.984846353,1.074673393,-0.327150949,2.015625196,0.7054067502,0.548306738
1.968419376,1.080461855,-0.4057104724,1.999805406,0.7668354952,0.5236365936
1.944357296,1.086935095,-0.5038796918,1.976361379,0.8449512542,0.491005851
1.912843094,1.089669497,-0.6119541514,1.945715081,0.9317891366,0.4529965366
1.876551441,1.084779034,-0.7175276067,1.910238905,1.017312083,0.4135591676
1.839403531,1.07096012,-0.8106656763,1.873091416,1.094020705,0.3761700109
1.804429513,1.050060627,-0.8866699616,1.836274753,1.159565347,0.3423015142
1.772788994,1.026088569,-0.9448528272,1.799694152,1.215885571,0.3113278129
1.744583502,1.003543981,-0.9854559059,1.76188781,1.266387397,0.2816597946
1.720275734,0.9858970247,-1.007633716,1.721570518,1.313455748,0.2520857796
1.701313071,0.9747160714,-1.009743521,1.678786221,1.357569195,0.2224767376
1.689549524,0.9696354753,-0.9911831109,1.634993888,1.397932797,0.1936266642
1.686063531,0.9689818778,-0.9540419576,1.592214215,1.433692866,0.1665599364
1.69028439,0.9706429082,-0.9033303663,1.552004301,1.464770432,0.1418899398
1.699977871,0.9727830686,-0.8457861842,1.515024186,1.491937967,0.1196314756
1.712012836,0.9741971503,-0.7880665023,1.481310361,1.516358639,0.09944465374
1.723438956,0.9743339732,-0.7352031733,1.450782148,1.539039494,0.08099264015
1.732392112,0.9731885561,-0.6898564451,1.423479887,1.560533877,0.06412234155
1.738534988,0.9712355511,-0.6524245625,1.399424101,1.580952342,0.04880799215
1.742957538,0.969392287,-0.6216486453,1.378360875,1.600132459,0.03500284737
1.747637593,0.9688584094,-0.5951917752,1.359744411,1.61777217,0.0225921926
1.754675116,0.9707238571,-0.5698793281,1.343105488,1.633421077,0.01153548825
1.765544446,0.9754418924,-0.5417220773,1.328623124,1.646369171,0.00211639198
1.780567089,0.9824359214,-0.5061726892,1.317489645,1.655584612,-0.0049000255
1.798739829,0.9901059228,-0.4590098205,1.311693858,1.659859422,-0.008393672545
1.81797622,0.9963186116,-0.3977890967,1.313150526,1.658206782,-0.007339725739
1.835738856,0.9992300593,-0.3232494368,1.322556213,1.650389218,-0.001402375101
1.84990118,0.9980841583,-0.2398222463,1.338653967,1.637336472,0.008659914549
1.859490983,0.9935671025,-0.1547182149,1.358428869,1.621184957,0.02105638305
1.864903379,0.9874793402,-0.07586372338,1.378158203,1.604798256,0.03350711291
1.867456017,0.9818958761,-0.009676792955,1.394687633,1.590913089,0.04398595647
1.868619264,0.9783039192,0.04029034772,1.406277009,1.581326045,0.05128793822
1.869425828,0.9771683102,0.07343458255,1.412749041,1.576520621,0.05519891445
1.870319438,0.9780422119,0.09118775296,1.415073237,1.575855372,0.05628084849
1.871339889,0.9800288055,0.09569472728,1.414671402,1.578128175,0.05543753523
1.87238758,0.982297408,0.0886401633,1.412719225,1.582210303,0.05345715118
1.873368723,0.9844237407,0.07059418502,1.409651901,1.587501082,0.05068715894
1.874156078,0.9864593261,0.04102311094,1.405009935,1.594071524,0.04693196696
1.874409966,0.9887490066,-0.001106550757,1.397663483,1.602476692,0.04159531105
1.873380193,0.9916006511,-0.05638325335,1.386346829,1.613304052,0.0340192658
1.869836225,0.9949560098,-0.1240227353,1.370332424,1.626630336,0.02390530495
1.862241955,0.9982064596,-0.2013192676,1.350027599,1.641626459,0.01165972681
1.849169253,1.000241024,-0.2837437881,1.327268192,1.656534555,-0.001488076338
1.829811567,0.9997312774,-0.3657822791,1.305139282,1.669070567,-0.01367582475
1.804380403,0.995575936,-0.4423549213,1.287293596,1.677074381,-0.02286410758
1.774223113,0.9873630245,-0.5103773245,1.276963726,1.679096609,-0.02738867943
1.741651247,0.9756828654,-0.5698672658,1.276055611,1.674686844,-0.02639117253
1.709590591,0.9621669644,-0.6241021237,1.284709401,1.664351199,-0.01997251671
1.681129553,0.9491989669,-0.678639357,1.301515338,1.649299838,-0.009034361625
1.658940003,0.9393321663,-0.7393713422,1.324295778,1.631087171,0.00512647348
1.644570495,0.934538567,-0.8100964521,1.351159123,1.61116303,0.02135305957
1.637853152,0.9355130191,-0.8903166509,1.381428193,1.590333961,0.03914385121
1.636907704,0.9413228101,-0.9740926139,1.416035348,1.568230318,0.05896404436
1.639084401,0.9496577106,-1.050727698,1.457038199,1.54302768,0.08214739017
1.642484272,0.9577302776,-1.107640623,1.50618138,1.511763221,0.1102551643
1.647016422,0.9635080971,-1.134862434,1.563041514,1.471505987,0.144018646
1.654203877,0.9666515052,-1.129370162,1.624006565,1.421178452,0.1823984264
1.666100267,0.9686037669,-1.096704503,1.683231005,1.362993464,0.222509198
1.684275344,0.9717822638,-1.048165717,1.735211252,1.302035268,0.2607217307
1.709236675,0.9783606201,-0.9947381166,1.777058861,1.243682463,0.2943069953
1.740095486,0.9892915527,-0.9416062353,1.808974509,1.190626658,0.3225223175
1.774495754,1.003926363,-0.8866970077,1.833245763,1.141694503,0.3465903001
1.809042015,1.020230358,-0.823592417,1.852904046,1.093013119,0.3688361734
1.84020382,1.035447261,-0.7464326139,1.870634939,1.04035819,0.3915611191
1.865333474,1.047006248,-0.6537547873,1.888042941,0.9812133467,0.4161377024
1.883356949,1.053364045,-0.5494306194,1.90538098,0.9157217094,0.4426180893
1.894855525,1.054439999,-0.4408617005,1.921834889,0.8464568397,0.4699114329
1.901544875,1.051454897,-0.3359812225,1.936174004,0.7773726906,0.496349444
1.905426493,1.046280739,-0.2407294833,1.947372896,0.7124710605,0.5203269471
1.908005862,1.040658476,-0.1578839592,1.954924344,0.6547017293,0.5407547488
1.909879715,1.035643399,-0.08721919803,1.958842925,0.6054087377,0.5572296973
1.910787886,1.031438513,-0.02647547079,1.959531793,0.5643591064,0.5699752339
1.910025107,1.02755982,0.02742768103,1.957651425,0.5301919063,0.5796550881
1.906990035,1.023179708,0.07732919971,1.954020305,0.5010589667,0.5871412958
1.90161947,1.017505476,0.1251271794,1.949504436,0.4752509149,0.5932813722
1.894524272,1.01009267,0.1715069241,1.944862854,0.4516581315,0.5987001478
1.886792021,1.001027451,0.2160473438,1.940590089,0.4299752501,0.6036776211
1.87960399,0.9909409566,0.2575833978,1.936841376,0.4106166,0.6081465572
1.873883001,0.980849489,0.2946776299,1.933494342,0.3943753114,0.6118194456
1.870116131,0.9718639808,0.3260668756,1.930315109,0.3819368652,0.6143991952
1.868351917,0.9648583719,0.3509889042,1.927142919,0.3734203021,0.6157888362
1.868284946,0.9602159505,0.3693451712,1.92401468,0.3681235826,0.6162158374
1.869356545,0.9577416077,0.3817004786,1.921190432,0.3645745343,0.6162263954
1.870867788,0.9567703985,0.3891445814,1.919073814,0.3608661142,0.6165531659
1.872126975,0.9564199946,0.3930549071,1.918049024,0.3551487117,0.6179041564
1.872623333,0.9558824767,0.3948240068,1.918299886,0.3461079569,0.6207487848
1.872158643,0.9546375954,0.3956357245,1.91970223,0.3332798995,0.6251810171
1.870861517,0.9525150127,0.3963543413,1.921850977,0.31712497,0.6309075771
1.869067388,0.9496078102,0.3975277806,1.924207413,0.2988603891,0.6373543564